source_name,status,mapped_to,notes
Selsor,exact_match,Selsor,
Seltos,exact_match,Seltos,
Selvaris,exact_match,Selvaris,
Sembla,exact_match,Sembla,
Senex,exact_match,Senex,
Sennex,exact_match,Sennex,
Seoul,exact_match,Seoul,
Sepan,exact_match,Sepan,
Serat,exact_match,Serat,
Serenno,exact_match,Serenno,
Sermeria,exact_match,Sermeria,
Sernpidal,exact_match,Sernpidal,
Serroco,exact_match,Serroco,
Sestria,exact_match,Sestria,
Sev Tok,exact_match,Sev Tok,
Sevarcos,exact_match,Sevarcos,
Seyugi,exact_match,Seyugi,
Shadda-Bi Boran,exact_match,Shadda-Bi Boran,
Shador,exact_match,Shador,
Shalam,exact_match,Shalam,
Sharb,exact_match,Sharb,
Sharlissia,exact_match,Sharlissia,
Shasfath,exact_match,Shasfath,
Shaum Hii,exact_match,Shaum Hii,
Shawken,exact_match,Shawken,
Shaylin,exact_match,Shaylin,
Shedu Maad,exact_match,Shedu Maad,
Shelkonwa,exact_match,Shelkonwa,
Shibric,exact_match,Shibric,
Shiffrin,exact_match,Shiffrin,
Shihon,exact_match,Shihon,
Shili,exact_match,Shili,
Shimia,exact_match,Shimia,
Shinbone,exact_match,Shinbone,
Shiva,exact_match,Shiva,
Shola,exact_match,Shola,
Shoon,exact_match,Shoon,
Shuldene,exact_match,Shuldene,
Shulstine,exact_match,Shulstine,
Shulxi,exact_match,Shulxi,
Shumavar,exact_match,Shumavar,
Shumogi,exact_match,Shumogi,
Shusugaunt,exact_match,Shusugaunt,
Shuxl,exact_match,Shuxl,
Sif-Uwana,exact_match,Sif-Uwana,
Sika,exact_match,Sika,
Sikurd,exact_match,Sikurd,
Sil'Lume,exact_match,Sil'Lume,
Silken,exact_match,Silken,
Simoom,exact_match,Simoom,
Simpla,exact_match,Simpla,
Sinsang,exact_match,Sinsang,
Sinta,manual_required,,no exact or unique normalized match
Sinton,exact_match,Sinton,
Sionia,exact_match,Sionia,
Sirpar,exact_match,Sirpar,
Siskeen,exact_match,Siskeen,
Sivoria,exact_match,Sivoria,
Skako,exact_match,Skako,
Skartis,exact_match,Skartis,
Skeebo,exact_match,Skeebo,
Skor,exact_match,Skor,
Skorrupon,exact_match,Skorrupon,
Skustell Cluster,exact_match,Skustell Cluster,
Skye,exact_match,Skye,
Skynara,exact_match,Skynara,
Sleheyron,exact_match,Sleheyron,
Sluis Van,exact_match,Sluis Van,
Smarteel,exact_match,Smarteel,
Smuggler's Run,exact_match,Smuggler's Run,
Sneeve,exact_match,Sneeve,
Sochi,exact_match,Sochi,
Socorro,exact_match,Socorro,
Solibus,exact_match,Solibus,
Somov Rit,exact_match,Somov Rit,
Sorjus,exact_match,Sorjus,
Sorrus,exact_match,Sorrus,
Soullex,exact_match,Soullex,
Soun,exact_match,Soun,
Spefik,exact_match,Spefik,
Spice Terminus,exact_match,Spice Terminus,
Spintir,exact_match,Spintir,
Spira,exact_match,Spira,
Spirador,exact_match,Spirador,
Spirana,exact_match,Spirana,
Sposia,exact_match,Sposia,
Sriluur,exact_match,Sriluur,
Stalsinek,exact_match,Stalsinek,
StarForge Nebula,exact_match,StarForge Nebula,
Starswarm Cluster,exact_match,Starswarm Cluster,
Stassia,exact_match,Stassia,
Station 88,exact_match,Station 88,
Steelious,exact_match,Steelious,
Stend,exact_match,Stend,
Stenos,exact_match,Stenos,
Stobar,exact_match,Stobar,
Stygeon Prime,exact_match,Stygeon Prime,
Suarbi,exact_match,Suarbi,
Subterrel,exact_match,Subterrel,
Sukkult,exact_match,Sukkult,
Suliana,exact_match,Suliana,
Sullust,exact_match,Sullust,
Sump,exact_match,Sump,
Surcaris,exact_match,Surcaris,
Surron,exact_match,Surron,
Svivren,exact_match,Svivren,
Svolten,exact_match,Svolten,
Swellen,exact_match,Swellen,
Sy Myrth,exact_match,Sy Myrth,
Symbia,exact_match,Symbia,
Syned,exact_match,Syned,
Syngia,exact_match,Syngia,
Syvris,exact_match,Syvris,
T'surr,exact_match,T'surr,
Taanab,exact_match,Taanab,
Taboon,exact_match,Taboon,
Takodana,exact_match,Takodana,
Tal Nami,exact_match,Tal Nami,
Tala,exact_match,Tala,
Talasea,exact_match,Talasea,
Talay,exact_match,Talay,
Talcene,exact_match,Talcene,
Talcharaim,exact_match,Talcharaim,
Talhovi,exact_match,Talhovi,
Taloraan,exact_match,Taloraan,
Talravin,exact_match,Talravin,
Tamban,exact_match,Tamban,
Tammar,exact_match,Tammar,
Tammuz-an,exact_match,Tammuz-an,
Tandankin,exact_match,Tandankin,
Tandun,exact_match,Tandun,
Tangrene,exact_match,Tangrene,
Tanjay,exact_match,Tanjay,
Tantive,exact_match,Tantive,
Tar Mordren,exact_match,Tar Mordren,
Tarabba,exact_match,Tarabba,
Taral V,exact_match,Taral V,
Targon,exact_match,Targon,
Tarhassan,exact_match,Tarhassan,
Taris,exact_match,Taris,
Tarmidia,exact_match,Tarmidia,
Tarnoonga,exact_match,Tarnoonga,
Taroon,exact_match,Taroon,
Tarsa,exact_match,Tarsa,
Tarsunt,exact_match,Tarsunt,
Tasariq,exact_match,Tasariq,
Tashtor Seneca,exact_match,Tashtor Seneca,
Taskeed,exact_match,Taskeed,
Taspir III,exact_match,Taspir III,
Tatooine,exact_match,Tatooine,
Tauber,exact_match,Tauber,
Taul,exact_match,Taul,
Teardrop,exact_match,Teardrop,
Tekurr'k,exact_match,Tekurr'k,
Telaris,exact_match,Telaris,
Telerath,exact_match,Telerath,
Telkur Station,exact_match,Telkur Station,
Telos,exact_match,Telos,
Telti,exact_match,Telti,
Tenara,exact_match,Tenara,
Tepasi,exact_match,Tepasi,
Terephon,exact_match,Terephon,
Terman,exact_match,Terman,
Terminus,exact_match,Terminus,
Terr'Skiar,exact_match,Terr'Skiar,
Terrijo,exact_match,Terrijo,
Tertiary Feswe,exact_match,Tertiary Feswe,
Tertiary Kesmere,exact_match,Tertiary Kesmere,
Teth,exact_match,Teth,
Teya IV,exact_match,Teya IV,
Teyr Vulvarch,exact_match,Teyr Vulvarch,
Thaere,exact_match,Thaere,
Thakwaa,exact_match,Thakwaa,
Thalassia,exact_match,Thalassia,
Thanium,exact_match,Thanium,
Thape,exact_match,Thape,
The Cometwash,exact_match,The Cometwash,
The Godsheart,exact_match,The Godsheart,
The Maw,exact_match,The Maw,
The Red Twins,exact_match,The Red Twins,
The Redoubt,exact_match,The Redoubt,
The Ring,exact_match,The Ring,
The Wheel,exact_match,The Wheel,
Thearterra,exact_match,Thearterra,
Thebeon,exact_match,Thebeon,
Thermon,exact_match,Thermon,
Theselon,exact_match,Theselon,
Thesme,exact_match,Thesme,
Thila,exact_match,Thila,
Thisspias,exact_match,Thisspias,
Thoadeye,exact_match,Thoadeye,
Thokos,exact_match,Thokos,
Thokosia,exact_match,Thokosia,
Tholatin,exact_match,Tholatin,
Tholoth,manual_required,,no exact or unique normalized match
Thomork,exact_match,Thomork,
ThonBoka,exact_match,ThonBoka,
Thonner,exact_match,Thonner,
Thoran,exact_match,Thoran,
Thorgeld,exact_match,Thorgeld,
Thosa,exact_match,Thosa,
Thracior,exact_match,Thracior,
Thrakia,exact_match,Thrakia,
Thrantin,exact_match,Thrantin,
Thule,exact_match,Thule,
Thull's Vault,exact_match,Thull's Vault,
Thustra,exact_match,Thustra,
Thyferra,exact_match,Thyferra,
Tibrin,exact_match,Tibrin,
Tibro,exact_match,Tibro,
Tierfon,exact_match,Tierfon,
Timora,exact_match,Timora,
Tinallis,exact_match,Tinallis,
Tinnel,exact_match,Tinnel,
Tinoon,exact_match,Tinoon,
Tinta,exact_match,Tinta,
Tion,exact_match,Tion,
Tirahnn,exact_match,Tirahnn,
Tirsa,exact_match,Tirsa,
Tisht,exact_match,Tisht,
Tiss'sharl,exact_match,Tiss'sharl,
Tlactehon,exact_match,Tlactehon,
Togominda,exact_match,Togominda,
Togoria,exact_match,Togoria,
Tokmia,exact_match,Tokmia,
Tol Amn,exact_match,Tol Amn,
Tomo-Reth,exact_match,Tomo-Reth,
Toola,exact_match,Toola,
Toong'l,exact_match,Toong'l,
Toprawa,exact_match,Toprawa,
Torn Station,exact_match,Torn Station,
Torolis,exact_match,Torolis,
Torque,exact_match,Torque,
Tosste,exact_match,Tosste,
Tothis,exact_match,Tothis,
Tovarskl,exact_match,Tovarskl,
Toydaria,exact_match,Toydaria,
Trammen,exact_match,Trammen,
Trammis,exact_match,Trammis,
Trancret,exact_match,Trancret,
Trandosha,exact_match,Trandosha,
Transel,exact_match,Transel,
Tranthellix,exact_match,Tranthellix,
Trantor,exact_match,Trantor,
Trasse,exact_match,Trasse,
Trassitan,exact_match,Trassitan,
Tregillis,exact_match,Tregillis,
Trellen,exact_match,Trellen,
Trenwyth,exact_match,Trenwyth,
Trevi,exact_match,Trevi,
Trevura,exact_match,Trevura,
Trian,exact_match,Trian,
Triewahl,exact_match,Triewahl,
Triffis,exact_match,Triffis,
Trigalis,exact_match,Trigalis,
Trindello,exact_match,Trindello,
Trinovat,exact_match,Trinovat,
Triton,exact_match,Triton,
Trogan,exact_match,Trogan,
Troiken,exact_match,Troiken,
Troos,exact_match,Troos,
Troska,exact_match,Troska,
Trunska,exact_match,Trunska,
Truuine,exact_match,Truuine,
Tshindral,exact_match,Tshindral,
Tsoss Beacon,exact_match,Tsoss Beacon,
Tsyk,exact_match,Tsyk,
Tumani,exact_match,Tumani,
Tund,exact_match,Tund,
Turkana,exact_match,Turkana,
Twith,exact_match,Twith,
Tyed Kant,exact_match,Tyed Kant,
Tyluun,exact_match,Tyluun,
Tynna,exact_match,Tynna,
Tythe,exact_match,Tythe,
Tython,exact_match,Tython,
Tyus Cluster,exact_match,Tyus Cluster,
Uaua,exact_match,Uaua,
Uba,exact_match,Uba,
Ubrikkia,exact_match,Ubrikkia,
Ukatis,exact_match,Ukatis,
Ukio,exact_match,Ukio,
Ulda Frav,exact_match,Ulda Frav,
Ulicia,exact_match,Ulicia,
Ulmatra,exact_match,Ulmatra,
Ultaar,exact_match,Ultaar,
Umbara,exact_match,Umbara,
Umgul,exact_match,Umgul,
Umthyg,exact_match,Umthyg,
Unagin,exact_match,Unagin,
Uogo'cor,exact_match,Uogo'cor,
Uphrades,exact_match,Uphrades,
Uquine,exact_match,Uquine,
UR-1060,exact_match,UR-1060,
UR-2650,exact_match,UR-2650,
UR-3741,exact_match,UR-3741,
UR-8827,exact_match,UR-8827,
UR-9353,exact_match,UR-9353,
Urce,exact_match,Urce,
Urdur,exact_match,Urdur,
Usk,exact_match,Usk,
Usnia,exact_match,Usnia,
Usta,exact_match,Usta,
Ut,exact_match,Ut,
Utapau,exact_match,Utapau,
Utaruun,exact_match,Utaruun,
Utegetu Nebula,exact_match,Utegetu Nebula,
Utrost,exact_match,Utrost,
Uvena Prime,manual_required,,no exact or unique normalized match
Uviuy Exen,exact_match,Uviuy Exen,
Uyter,exact_match,Uyter,
Vaal,exact_match,Vaal,
Vaathkree,exact_match,Vaathkree,
Vaced,exact_match,Vaced,
Vactooine,exact_match,Vactooine,
Vakkar,exact_match,Vakkar,
Vaklin,exact_match,Vaklin,
Valc,exact_match,Valc,
Valgauth,exact_match,Valgauth,
Vallusk Cluster,exact_match,Vallusk Cluster,
Valorsi,exact_match,Valorsi,
Valrar,exact_match,Valrar,
Vandelhelm,exact_match,Vandelhelm,
Vandor,exact_match,Vandor,
Vandyne,exact_match,Vandyne,
Vanik,exact_match,Vanik,
Vanjervalis,exact_match,Vanjervalis,
Vanquo,exact_match,Vanquo,
Varadan,exact_match,Varadan,
Varl,exact_match,Varl,
Varonat,exact_match,Varonat,
Varristad,exact_match,Varristad,
Varvrona,exact_match,Varvrona,
Vasch,exact_match,Vasch,
Vasha,exact_match,Vasha,
Vassek,exact_match,Vassek,
Vaykaaris,exact_match,Vaykaaris,
Vaynai,exact_match,Vaynai,
Velabri,exact_match,Velabri,
Velga,exact_match,Velga,
Velmor,exact_match,Velmor,
Velusia,exact_match,Velusia,
Vena,exact_match,Vena,
Venaari,exact_match,Venaari,
Vendaxa,exact_match,Vendaxa,
Venestria,exact_match,Venestria,
Venjagga,exact_match,Venjagga,
Ventooine,exact_match,Ventooine,
Veragi,exact_match,Veragi,
Verdanth,exact_match,Verdanth,
Vergesso,exact_match,Vergesso,
Vergill,exact_match,Vergill,
Vernet,exact_match,Vernet,
Veron,exact_match,Veron,
Vestar,exact_match,Vestar,
Vex,exact_match,Vex,
Vexta,exact_match,Vexta,
Vicondor,exact_match,Vicondor,
Vindalia,exact_match,Vindalia,
Vinsoth,exact_match,Vinsoth,
Virgillia,exact_match,Virgillia,
Virujansi,exact_match,Virujansi,
Vjun,exact_match,Vjun,
Vladet,exact_match,Vladet,
Vodran,manual_required,,no exact or unique normalized match
Vogel,exact_match,Vogel,
Vohai,exact_match,Vohai,
Void Station,exact_match,Void Station,
Voktunma,exact_match,Voktunma,
Voltare,exact_match,Voltare,
Von-Alai,exact_match,Von-Alai,
Vondarc,exact_match,Vondarc,
Vontor,exact_match,Vontor,
Voon,exact_match,Voon,
Voorsbain,exact_match,Voorsbain,
Vor Deo,exact_match,Vor Deo,
Vorsia,exact_match,Vorsia,
Vortex,exact_match,Vortex,
Vorzyd,exact_match,Vorzyd,
Voss,exact_match,Voss,
Vuchelle,exact_match,Vuchelle,
Vulcar,exact_match,Vulcar,
Vulpter,exact_match,Vulpter,
Vulta,exact_match,Vulta,
Vultar,exact_match,Vultar,
Vuma,exact_match,Vuma,
Vurdon Ka,exact_match,Vurdon Ka,
Vuzsa,exact_match,Vuzsa,
Vykos,exact_match,Vykos,
Wakeelmui,exact_match,Wakeelmui,
Walalla,exact_match,Walalla,
Walinor,exact_match,Walinor,
Wann Tsir,exact_match,Wann Tsir,
Wayland,exact_match,Wayland,
Weerden,exact_match,Weerden,
Wetyin's Colony,exact_match,Wetyin's Colony,
Whelori,exact_match,Whelori,
Widek,manual_required,,no exact or unique normalized match
Wistril,exact_match,Wistril,
Wobani,exact_match,Wobani,
Wodan,exact_match,Wodan,
Womrik,exact_match,Womrik,
Woostri,exact_match,Woostri,
Worru'du,exact_match,Worru'du,
Wrea,exact_match,Wrea,
Wroona,exact_match,Wroona,
Wukkar,exact_match,Wukkar,
Wyndigal,exact_match,Wyndigal,
Xa Fel,exact_match,Xa Fel,
Xagobah,exact_match,Xagobah,
Xeron,exact_match,Xeron,
Xerton,exact_match,Xerton,
Xo,exact_match,Xo,
Xobome,exact_match,Xobome,
Xochtl,exact_match,Xochtl,
Xolu,exact_match,Xolu,
Xoman,exact_match,Xoman,
Xorth,exact_match,Xorth,
Yabol Opa,exact_match,Yabol Opa,
Yag'Dhul,exact_match,Yag'Dhul,
Yaga Minor,exact_match,Yaga Minor,
Yalara,exact_match,Yalara,
Yanibar,manual_required,,no exact or unique normalized match
Yashuvhu,exact_match,Yashuvhu,
Yavin,exact_match,Yavin,
Yetoom,exact_match,Yetoom,
Yhifar,exact_match,Yhifar,
Yinchorr,exact_match,Yinchorr,
Yitabo,exact_match,Yitabo,
Ylesia,exact_match,Ylesia,
Ylix,exact_match,Ylix,
Yn,exact_match,Yn,
Yoribuunt,exact_match,Yoribuunt,
Yout,exact_match,Yout,
Yulant,exact_match,Yulant,
Yutan,exact_match,Yutan,
Yutusk,exact_match,Yutusk,
Zadaria,exact_match,Zadaria,
Zaddja,exact_match,Zaddja,
Zakuul,exact_match,Zakuul,
Zalori,exact_match,Zalori,
Zaloriis,exact_match,Zaloriis,
Zamael,exact_match,Zamael,
Zanbar,exact_match,Zanbar,
Zardossa Stix,exact_match,Zardossa Stix,
Zaria,exact_match,Zaria,
Zchtek,exact_match,Zchtek,
Zebitrope,exact_match,Zebitrope,
ZeHeth,exact_match,ZeHeth,
Zeltros,exact_match,Zeltros,
Zenox Cluster,exact_match,Zenox Cluster,
Zephry,exact_match,Zephry,
Zerm,exact_match,Zerm,
Zeta,exact_match,Zeta,
Zhanox,exact_match,Zhanox,
Zhar,exact_match,Zhar,
Zigoola,exact_match,Zigoola,
Ziost,exact_match,Ziost,
Zirulast,exact_match,Zirulast,
Zisia,exact_match,Zisia,
Ziugen,exact_match,Ziugen,
Zolan,exact_match,Zolan,
Zonama Sekot,exact_match,Zonama Sekot,
Zonju,exact_match,Zonju,
Zorbia,exact_match,Zorbia,
Zygerria,exact_match,Zygerria,
Zygia,exact_match,Zygia,
Zyluria,exact_match,Zyluria,
